week_start,digital_catchuptv_bledina_brand-equity_spends,digital_dataretailers_bledina_brand-equity_spends,digital_directbuying_bledina_brand-equity_spends,digital_keywordtargeting_bledina_brand-equity_spends,digital_nativeads_bledina_brand-equity_spends,digital_programmatic_bledina_brand-equity_spends,digital_sea_bledina_brand-equity_spends,digital_social_bledina_brand-equity_spends,press_equity_bledina_brand-equity_spends,tv_equity_bledina_brand-equity_spends,digital_dataretailers_bledina_brand-range_spends,digital_directbuying_bledina_brand-range_spends,digital_keywordtargeting_bledina_brand-range_spends,digital_programmatic_bledina_brand-range_spends,digital_sea_bledina_brand-range_spends,digital_social_bledina_brand-range_spends,press_product_bledina_brand-range_spends,app_total_bledina_brand_visits,crm_automatic_bledina_brand_emails,crm_event_bledina_brand_emails,website_total_bledina_brand_visits
22-10-2018,0,0,0,0,0,0,0,0,0,1622.7,0,0,0,0,0,0,0,0,18333,0,54615
29-10-2018,0,0,0,0,0,0,0,0,0,1622.7,0,0,0,0,0,0,0,0,66616,0,45468
05-11-2018,0,0,0,0,0,17561.54278,0,4491.790004,0,2155.5,0,0,0,0,0,0,0,0,32406,16466,55794
12-11-2018,0,0,0,0,0,39897.12347,0,5966.399998,0,2155.5,0,0,0,0,0,0,0,0,104064,3167,55789
19-11-2018,0,0,0,0,0,67066.04256,0,43210.23001,0,2155.5,0,0,0,0,0,0,0,0,76828,55820,46613
26-11-2018,0,0,0,0,0,22260.45878,0,17231.57,0,2155.5,0,0,0,0,0,0,0,0,95667,58909,51721
03-12-2018,0,0,0,0,0,17650.31219,0,0,0,2155.5,0,0,0,0,0,0,0,0,74039,0,47156
10-12-2018,0,0,0,0,0,9452.199312,0,0,0,2155.5,0,0,0,0,0,0,0,0,106697,59127,45314
17-12-2018,0,0,0,0,0,0.008472,0,1.044,0,2155.5,0,0,0,0,0,0,0,0,134011,64453,53177
24-12-2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23256,0,45769
31-12-2018,0.168,0,0,0,0,0.154,0,0,0,0,0,0,0,0,0,0,0,0,145363,69584,56877
07-01-2019,2189.712,0,0,0,0,12219.51509,0,0,0,75965.64,0,0,0,0,0,0,0,0,118534,0,52034
14-01-2019,2390.85,0,0,0,0,12131.08505,0,0,0,104275.67,0,0,0,0,0,0,0,0,187011,74060,59617
21-01-2019,2412.942,0,0,0,0,7440.892098,0,0,0,86744.57,0,0,0,0,0,0,0,0,32874,0,49595
28-01-2019,2402.288,0,0,0,0,11492.2386,0,0,0,2354.35,0,0,0,0,0,0,0,0,77411,59534,58430
04-02-2019,2397.766,0,0,0,0,10618.14732,905.25,0,0,88433.23,0,0,0,0,227.99,0,0,0,125778,0,66550
11-02-2019,2400.874,0,0,0,0,11293.14891,786.56,0,0,1979.8,0,0,0,0,194.94,0,0,0,84833,0,77780
18-02-2019,2363.242,0,0,0,0,12339.79502,728.24,0,0,113033.23,0,0,0,0,184.75,0,0,0,121484,0,74493
25-02-2019,2429.098,0,0,0,0,4179.158346,712.65,0,0,1979.8,0,0,0,0,216.38,0,0,0,23252,0,59754
04-03-2019,2401.378,0,0,0,0,5156.84029,774.76,0,0,1979.8,0,0,0,0,183.2,0,0,0,152816,0,70244
11-03-2019,2396.73,0,0,0,0,5255.415959,2549.18,0,0,2193.85,0,0,0,0,1223.64,0,0,0,92015,0,78587
18-03-2019,2966.922,0,0,0,0,3871.057006,6014.33,0,0,2193.85,0,0,0,0,2559.44,0,0,0,244446,101147,74265
25-03-2019,3398.178,0,0,0,0,2633.663897,7283.37,0,0,2193.85,0,0,0,0,1989.23,0,0,0,26713,0,67593
01-04-2019,3173.072,0,0,0,0,2965.625472,9079.29,0,0,2193.85,0,0,0,0,1019.48,0,0,0,94495,0,85728
08-04-2019,3351.628,0,0,0,0,2501.503556,8144.19,0,0,1872.8,0,0,0,0,1217.77,0,0,0,338027,228146,88570
15-04-2019,3344.18,0,0,0,0,2594.22531,5640.81,0,0,1872.8,0,0,0,0,936.07,0,0,0,228483,0,86941
22-04-2019,3361.61,0,0,0,0,3832.90459,3429.06,1484.370002,0,1872.8,0,0,0,0,801.97,0,0,0,33982,0,86423
29-04-2019,112165.6383,0,0,0,0,86375.66468,2223.58,3271.330001,0,1872.8,0,0,0,0,750.73,0,0,0,104454,0,93273
06-05-2019,3330.558,0,0,0,0,4685.296255,5472.896126,3256.130003,0,1872.8,0,0,0,0,774.42,0,0,0,140438,0,82330
13-05-2019,3324.566,0,0,0,0,5007.603876,6091.07,3285.839994,0,2247.35,0,0,0,0,666.02,0,0,0,189633,0,86686
20-05-2019,3285.548,0,0,0,0,5192.229652,5862.38,3248,0,2247.35,0,0,0,0,502.76,0,0,0,266577,162398,80224
27-05-2019,3321.248,0,0,0,0,5700.075638,6175.1,7897.490001,0,2247.35,0,0,0,0,459.66,0,0,0,36251,0,74146
03-06-2019,2698.318,0,0,0,0,6358.307533,6195.96,10979.53,0,2140.35,0,0,0,0,475.64,0,19420,0,113138,0,84718
10-06-2019,1874.474,0,0,0,0,6355.332974,6035.54,12236.16,0,2140.35,0,0,0,0,526,0,0,0,211990,0,91570
17-06-2019,1835.092,0,0,0,0,5955.120786,5609.259688,11946.76,0,2140.35,0,0,0,0,429.56,0,10000,0,203075,0,77642
24-06-2019,1762.012,0,0,0,0,3946.331259,5263.96,7612.390002,0,2140.35,0,0,0,0.27,375.43,0,7400,0,102216,62843,89829
01-07-2019,1647.478,0,0,0,0,3102.723346,5629.204285,5583.49,0,0,2432.46,0,0,13616.23327,467.13,0,43993,0,302369,229184,78191
08-07-2019,1854.482,0,0,0,0,3082.928962,5732.68,4910.42,0,0,4702.98,0,0,4520.008172,506.59,0,0,16,126943,10734,83207
15-07-2019,1863.19,0,0,0,0,2970.018351,6131.53,10368.54001,0,0,4546.008,0,0,3965.843292,520.92,0,0,58,343595,183790,88996
22-07-2019,1855.812,0,0,0,0,2842.492616,5259.85,10422.12,0,0,4127.652,0,0,12657.2033,535.53,0,0,27,21226,0,106818
29-07-2019,1861.048,0,0,0,0,2507.529887,5195.42,8697.250001,0,0,1587.924,0,0,4377.824199,609.99,0,7588,83,282724,168898,86371
05-08-2019,1859.746,0,0,0,0,2055.723437,5214.64,5885.069998,0,0,0.012,0,0,0,578.37,0,0,49,232949,15256,92096
12-08-2019,1899.086,0,0,0,0,2420.436497,5210.501389,4795.859999,0,0,0,0,0,0,500.29,0,0,80,218844,9154,85667
19-08-2019,1897.098,0,0,0,0,2387.816493,5377.58,3340.430001,0,0,0,0,0,0,627.96,0,20000,10,116664,0,81437
26-08-2019,1846.138,0,0,0,0,1818.789403,5565.15,2960.64,0,0,0,0,0,0.054,638.05,0,7285,31,46092,0,88985
02-09-2019,1852.9,0,0,0,0,2589.821696,6132.838868,2809.669998,0,2247.33,7112.424,0,0,10206.36253,642.36,889.13,3700,32,367596,264047,87562
09-09-2019,1857.632,0,0,0,0,2743.260656,5709.99,2307.970005,0,2996.44,8172.164,0,0,6313.351095,491.14,2329.529998,0,78,206575,0,96855
16-09-2019,1885.45,0,0,0,0,2911.497724,5484.713752,1707.54,0,2996.44,9918.706,0,0,5294.563686,503.35,2300.55,0,123,201162,0,95820
23-09-2019,1868.538,0,0,0,0,2755.678486,5544.56,858.68,0,2996.44,11415.048,0,0,7513.240065,551.29,2337.840001,0,67,229564,181427,94616
30-09-2019,705.082,0,0,0,0,1915.819161,5310.56,409.04,0,2996.44,10816.621,0,0,7284.17614,688.66,2357.14,4850,66,108079,0,88445
07-10-2019,0,0,0,0,0,0,4970.27,475.53,0,2247.33,14325.853,0,0,6967.618759,563.38,2354.14,0,92,214056,0,86853
14-10-2019,0,0,0,0,0,0.176,5232.49,3.5,0,2247.33,16262.742,0,0,6355.213723,724.13,2355.84,0,41,449381,295634,103090
21-10-2019,0,0,0,0,0,0.005,5224.81,2,0,1862.07,21671.138,0,0,5703.157798,582.37,2445.67,0,494,291981,176398,95761
28-10-2019,0,0,0,0,0,0,5358.44,1,0,1862.07,10559.812,0,0,2506.29371,527.06,1430.160004,0,3496,54607,0,92695
04-11-2019,0,0,0,0,0,0,4485.19,1,0,1722.96,0.084,0,0,0,560.28,0,15835,7766,126247,0,87008
11-11-2019,0,0,0,0,0,0,4437.89,1,0,1722.96,0.06,0,0,0,597.77,0,0,11699,231856,0,117079
18-11-2019,0,0,0,0,0,0,3775.27,3277.120001,0,1722.96,0.012,0,0,0,614.2,0,0,33634,156249,0,95680
25-11-2019,0,0,0,0,0,0,2696.34,3260.52,0,1722.96,0.005,0,0,0,428.81,0,0,22635,624468,580938,82624
02-12-2019,0,0,0,0,0,0,2291.43,3266.379999,0,1722.96,0,0,0,0,343.57,0,4850,17718,300826,245957,79451
09-12-2019,0,0,0,0,0,0,2127.19,3209.430002,0,861.48,0,0,0,0,374.98,0,0,13851,224628,0,82015
16-12-2019,0,0,0,0,0,0,1945.111914,3172.509999,0,861.48,0,0,0,0,365.02,0,0,14810,223862,0,79787
23-12-2019,0,0,0,0,0,0,1806.989583,3041.77,0,0,0,0,0,0,342.62,0,0,14466,313038,255311,66908
30-12-2019,0,0,0,0,0,0,1799.92,781.27,0,0,0,0,0,0,352.55,0,0,15569,112769,0,95012
06-01-2020,0,0,0,0,0,0,1937.872984,1,0,4615.008075,0,0,0,0,346.29,0,0,15575,488299,255080,109754
13-01-2020,0,0,0,0,0,0,1584.53294,2,0,4876.614638,0,0,0,0,242.52,0,0,15915,407721,260636,108022
20-01-2020,0,0,0,0,0,0,4059.18,4,0,2884.380047,0.005,0,0,0,647.49,0,0,14705,271008,223477,132259
27-01-2020,0,0,0,0,0,0,3919.825,0.5,0,5634.602883,0,0,0,0,633.96,0,0,13792,42621,0,106350
03-02-2020,0,0,0,0,0,0,4128.14,1,0,5205.299806,0,0,0,0,620.38,0,0,14004,119650,0,108530
10-02-2020,0,0,0,0,0,0,4129.82,0.5,0,3145.986609,0,0,0,0,625.2,0,0,14480,151542,0,98033
17-02-2020,0,0,0,0,0,0,4348.671183,2.5,0,1636.71798,0,0,0,0,577.71,0,0,14087,141938,0,106657
24-02-2020,0,0,0,0,0,0.039,4551.43,2,0,4514.390167,0,0,13045.63787,0,701.43,0,0,13908,387809,337825,89667
02-03-2020,0,0,0,0,0,0,4273.045,2,0,2951.458653,0,0,3075.983722,0,807.69,0,0,14724,125485,0,109569
09-03-2020,0,0,0,0,0,0,4290.91,2,0,1817.830216,0,0,3182.512174,0,695.61,0,0,14554,156441,0,93349
16-03-2020,0,0,0,0,0,0,4700.63,0,0,1965.403148,0,0,4949.379714,0,788.58,0,0,15729,146201,0,112561
23-03-2020,0,0,0,0,0,0,6256.07595,1,0,1100.089134,0,0,5088.520685,0,491.22,0,0,17361,329426,285319,121049
30-03-2020,0,0,0,0,0,0,7764.3,0,0,1334.864254,0,0,993.151401,0,2778.54,0,0,18207,119041,0,129105
06-04-2020,0,0,0,0,0,0,3372.38,539.289999,0,1321.448533,0,0,0,0,2351.31,0,0,20651,523812,362061,137992
13-04-2020,0,0,0,0,0,0,1706.93,1065.860015,0,684.2017786,0,0,0,0,3211.49,0,0,28263,461767,290907,147973
20-04-2020,0,0,0,0,0,4774.551033,1639.66,7966.229999,0,845.1904324,0,0,0,0,3443.11,0,0,27584,52644,0,131263
27-04-2020,0,0,0,0,0,28512.74037,1769.99,25837.03003,0,2273.964735,0.005,0,0,0,4686.11,0,0,27180,56757,0,127011
04-05-2020,0,0,0,0,0,10414.17651,2243.19,2642.050004,0,1334.864254,0,0,0,0,3654.3,0,0,26071,234216,0,128517
